sep=,
DeviceTag:,4
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Sensor fusion Mode - Extended(Euler)
StartTime: ,2025-07-11_20:06:00_091 WEST
© Movella Technologies B. V. 2005-2025

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
22,2269339003,174.056732,-77.888107,-64.382751,0.052878,-0.269073,-0.098923,0
23,2269355670,173.604675,-77.692375,-63.842621,-0.007718,-0.226973,0.055149,0
24,2269372337,173.111938,-77.475899,-63.333054,-0.115334,-0.309969,0.035846,0
25,2269389004,172.566711,-77.232430,-62.852753,-0.055672,-0.090678,-0.147299,0
26,2269405671,172.043335,-76.968842,-62.386524,0.001391,-0.011732,-0.127795,0
27,2269422338,171.572906,-76.694672,-61.947563,-0.014198,-0.217955,-0.040393,0
28,2269439005,171.069427,-76.396698,-61.542053,-0.032737,-0.264633,-0.056117,0
29,2269455672,170.562683,-76.088348,-61.158211,-0.105368,-0.072164,0.007155,0
30,2269472339,170.051117,-75.778069,-60.778618,-0.139716,-0.028485,-0.028490,0
31,2269489006,169.548981,-75.469139,-60.404739,-0.146608,-0.022094,-0.005933,0
32,2269505673,169.062042,-75.164261,-60.040565,-0.162375,-0.035125,0.060397,0
33,2269522340,168.564529,-74.860558,-59.702560,-0.209883,0.064921,-0.025026,0
34,2269539007,168.146957,-74.568909,-59.378769,-0.169595,0.163033,0.023693,0
35,2269555674,167.778778,-74.297409,-59.079906,-0.158966,-0.015967,0.062261,0
36,2269572341,167.490784,-74.036705,-58.827110,-0.188773,0.024740,0.000658,0
37,2269589008,167.246918,-73.793228,-58.620811,-0.246198,-0.040204,0.041800,0
38,2269605675,167.068359,-73.569824,-58.463428,-0.153997,-0.021276,0.114372,0
39,2269622342,166.978699,-73.377251,-58.360653,-0.147939,-0.025385,0.067286,0
40,2269639009,166.951096,-73.210838,-58.308746,-0.312759,0.014856,0.007926,0
41,2269655676,166.926270,-73.076897,-58.283146,-0.266209,0.008485,0.123490,0
42,2269672343,166.959213,-72.985229,-58.297550,-0.355116,0.105699,0.020485,0
43,2269689010,167.000443,-72.927597,-58.343708,-0.433838,0.044167,0.033999,0
44,2269705677,167.051590,-72.915947,-58.410305,-0.273892,0.022802,0.217102,0
45,2269722344,167.137650,-72.940430,-58.511883,-0.256880,0.118449,0.007257,0
46,2269739011,167.298828,-72.999329,-58.648186,-0.285195,0.115056,0.043320,0
47,2269755678,167.494034,-73.094551,-58.803783,-0.213457,-0.064078,0.134191,0
48,2269772345,167.732254,-73.211090,-59.015839,-0.178721,-0.081562,0.067814,0
49,2269789012,167.990891,-73.338417,-59.266495,-0.207067,0.007208,0.010372,0
50,2269805679,168.239319,-73.483749,-59.509853,-0.162875,0.005291,0.028179,0
51,2269822346,168.454575,-73.636253,-59.737831,-0.097095,0.068626,-0.017966,0
52,2269839013,168.651794,-73.794151,-59.931252,-0.091490,0.116958,-0.064289,0
53,2269855680,168.795593,-73.957840,-60.070538,-0.085017,-0.035386,-0.007472,0
54,2269872347,168.864227,-74.121475,-60.166756,-0.051328,-0.031363,-0.000095,0
55,2269889014,168.878693,-74.282074,-60.219635,-0.119560,0.059689,-0.083546,0
56,2269905681,168.837067,-74.441307,-60.218132,-0.084461,-0.001432,-0.053572,0
57,2269922348,168.751389,-74.593590,-60.175354,-0.032125,-0.003351,-0.014099,0
58,2269939015,168.635223,-74.740227,-60.099537,-0.012992,-0.059244,-0.048484,0
59,2269955682,168.475677,-74.870995,-59.991432,-0.016870,0.012481,-0.095162,0
60,2269972349,168.328415,-74.997055,-59.864197,-0.031624,-0.035288,-0.035610,0
61,2269989016,168.183807,-75.108971,-59.727100,-0.014334,-0.077899,-0.119907,0
62,2270005683,168.029449,-75.209648,-59.586761,-0.094066,-0.107182,-0.059107,0
63,2270022350,167.832916,-75.299477,-59.430187,-0.100127,-0.001865,-0.052243,0
64,2270039017,167.640411,-75.387589,-59.262581,-0.061284,-0.011964,-0.047322,0
65,2270055684,167.479385,-75.469505,-59.097824,-0.067079,-0.045983,-0.111062,0
66,2270072351,167.329071,-75.540771,-58.957230,-0.098117,-0.139996,-0.008142,0
67,2270089018,167.209290,-75.605438,-58.850681,-0.065738,-0.112581,-0.038964,0
68,2270105685,167.132965,-75.662521,-58.791134,-0.110993,-0.109582,-0.102273,0
69,2270122352,167.075699,-75.711205,-58.756954,-0.099891,-0.041504,-0.047654,0
70,2270139019,167.054688,-75.763626,-58.742455,-0.093753,-0.102298,0.012462,0
71,2270155686,167.020767,-75.805824,-58.744629,-0.097306,-0.102542,-0.022258,0
72,2270172353,166.995682,-75.850670,-58.751511,-0.035760,-0.027318,-0.002137,0
73,2270189020,167.009445,-75.895149,-58.759640,-0.058212,0.036161,-0.065799,0
74,2270205687,167.026031,-75.937958,-58.761108,-0.072493,-0.035002,0.003553,0
75,2270222354,167.061447,-75.973640,-58.780102,-0.122607,-0.006981,-0.119648,0
76,2270239021,167.070328,-75.997246,-58.785870,-0.133348,-0.041227,-0.123070,0
77,2270255688,167.055466,-76.015839,-58.775055,-0.081578,0.029400,-0.028703,0
78,2270272355,167.062134,-76.036766,-58.752453,-0.100846,0.003484,-0.030019,0
79,2270289022,167.066788,-76.054131,-58.737858,-0.109944,-0.084372,-0.024944,0
80,2270305689,167.076385,-76.072922,-58.735371,-0.054249,-0.061703,-0.026667,0
81,2270322356,167.105743,-76.088989,-58.751179,-0.162268,-0.001349,-0.084666,0
82,2270339023,167.172180,-76.107651,-58.791496,-0.178094,-0.036211,-0.047251,0
83,2270355690,167.265762,-76.129684,-58.865917,-0.117319,-0.087829,-0.024229,0
84,2270372357,167.380783,-76.147491,-58.977386,-0.172815,-0.057616,-0.078460,0
85,2270389024,167.479401,-76.170258,-59.088261,-0.108591,-0.044093,0.036400,0
86,2270405691,167.578796,-76.196716,-59.197598,-0.066299,0.053481,-0.019861,0
87,2270422358,167.705551,-76.226372,-59.302074,-0.077082,0.041958,-0.067920,0
88,2270439025,167.837799,-76.255051,-59.396267,-0.061443,-0.039685,-0.054556,0
89,2270455692,167.920715,-76.280098,-59.461571,-0.059492,-0.109103,0.038147,0
90,2270472359,167.939484,-76.300980,-59.497478,-0.028394,-0.049938,-0.014095,0
91,2270489026,167.899719,-76.316109,-59.483879,-0.051742,0.084426,-0.110593,0
92,2270505693,167.828094,-76.332817,-59.413643,-0.078619,0.124683,-0.119658,0
93,2270522360,167.735046,-76.351639,-59.313992,-0.089853,0.007014,-0.053294,0
94,2270539027,167.613419,-76.368210,-59.194744,-0.088712,-0.004325,-0.033623,0
95,2270555694,167.482742,-76.387810,-59.068241,-0.135387,-0.039340,0.011963,0
96,2270572361,167.346802,-76.411209,-58.939110,-0.091060,-0.091602,0.015192,0
97,2270589028,167.193573,-76.429199,-58.818283,-0.067986,-0.056169,-0.029988,0
98,2270605695,167.070541,-76.447609,-58.706268,-0.114383,0.010024,-0.102811,0
99,2270622362,166.954926,-76.463707,-58.606171,-0.098140,-0.095338,-0.017731,0
100,2270639029,166.831940,-76.472275,-58.515030,-0.109125,0.015647,-0.073713,0
101,2270655696,166.732391,-76.483124,-58.416149,-0.060433,0.014503,-0.046433,0
102,2270672363,166.656387,-76.496048,-58.328732,-0.088772,-0.072309,-0.012872,0
103,2270689030,166.565201,-76.501686,-58.251858,-0.108134,-0.115720,-0.037305,0
104,2270705697,166.499817,-76.502251,-58.200451,-0.071165,-0.029857,-0.080911,0
105,2270722364,166.451630,-76.500084,-58.156799,-0.080015,-0.068456,-0.058891,0
106,2270739031,166.424774,-76.493599,-58.129208,-0.044805,-0.075228,-0.036518,0
107,2270755698,166.425415,-76.480911,-58.123791,-0.075081,-0.067829,-0.080709,0
108,2270772365,166.423157,-76.465080,-58.124973,-0.087835,-0.074032,-0.036139,0
109,2270789032,166.420273,-76.446678,-58.125927,-0.063089,0.011781,-0.072567,0
110,2270805699,166.429916,-76.428505,-58.127258,-0.094304,-0.007252,-0.050363,0
111,2270822366,166.430664,-76.412476,-58.124283,-0.101676,-0.024870,-0.049314,0
112,2270839033,166.425674,-76.395821,-58.121094,-0.129974,0.006706,-0.040688,0
113,2270855700,166.433029,-76.385757,-58.121284,-0.134980,0.006340,-0.017608,0
114,2270872367,166.442551,-76.379974,-58.123825,-0.136099,0.003697,-0.007920,0
115,2270889034,166.446976,-76.379021,-58.121727,-0.122410,0.005279,-0.020457,0
116,2270905701,166.454102,-76.384315,-58.118313,-0.146141,0.023805,-0.050656,0
117,2270922368,166.441589,-76.395012,-58.096935,-0.105692,0.002899,-0.010451,0
118,2270939035,166.441772,-76.413582,-58.080017,-0.112608,0.002881,-0.053511,0
119,2270955702,166.429749,-76.434967,-58.060291,-0.127585,-0.015729,-0.006535,0
120,2270972369,166.407776,-76.459663,-58.038433,-0.107275,-0.024055,-0.020785,0
121,2270989036,166.393600,-76.487137,-58.020123,-0.096586,-0.000559,-0.060069,0
122,2271005703,166.356766,-76.516449,-57.990307,-0.118903,-0.084778,0.041041,0
123,2271022370,166.312576,-76.545395,-57.962509,-0.046477,-0.018764,-0.028053,0
124,2271039037,166.278168,-76.571693,-57.937592,-0.062311,-0.034694,-0.052709,0
125,2271055704,166.235779,-76.591385,-57.918488,-0.017953,0.002575,0.002750,0
126,2271072371,166.190369,-76.613342,-57.883839,0.016668,-0.034418,0.058192,0
127,2271089038,166.186005,-76.633553,-57.892998,-0.055622,0.047402,0.056771,0
128,2271105705,166.164993,-76.676208,-57.892582,-0.196947,-0.173438,0.006634,0
129,2271122372,166.009644,-76.705940,-57.921154,-0.154967,0.192592,0.251863,0
130,2271139039,165.825104,-76.765648,-57.957497,0.038491,0.146565,-0.008711,0
131,2271155706,165.350342,-76.782555,-58.139103,-0.157490,-0.141891,-0.152386,0
132,2271172373,165.090424,-76.812637,-58.408909,0.693241,0.384509,-0.114449,0
133,2271189040,165.187302,-76.905769,-58.724247,0.391982,-0.559461,-0.068570,0
134,2271205707,165.212097,-76.934143,-59.304462,-0.352955,-0.437634,-0.274712,0
135,2271222374,165.322159,-76.927162,-59.953831,-0.451052,0.163761,-0.150308,0
136,2271239041,165.463150,-76.894592,-60.514267,-0.552646,-0.093010,-0.337706,0
137,2271255708,165.375595,-76.824890,-60.892662,-0.542092,-0.262997,-0.373446,0
138,2271272375,165.099518,-76.731613,-61.032944,-0.077643,0.072645,-0.145147,0
139,2271289042,164.984863,-76.641205,-61.129742,1.001901,0.764633,0.181992,0
140,2271305709,165.257263,-76.611572,-61.331474,0.750056,0.188831,0.207363,0
141,2271322376,165.344757,-76.570763,-61.519356,-0.577475,-0.282902,0.071776,0
142,2271339043,165.233948,-76.508636,-61.580727,-0.715246,-0.144533,0.032659,0
143,2271355710,165.200317,-76.472221,-61.540394,-0.278671,-0.256130,-0.306418,0
144,2271372377,165.119354,-76.454781,-61.378479,-0.466447,-0.694669,-0.348262,0
145,2271389044,164.938568,-76.441284,-61.158825,-0.439602,-0.537143,-0.041860,0
146,2271405711,164.630325,-76.411049,-60.900024,-0.419712,-0.053761,-0.024993,0
147,2271422378,164.405518,-76.372612,-60.667702,-0.180140,0.573336,0.045346,0
148,2271439045,164.401260,-76.369423,-60.475494,0.180300,0.389163,0.135575,0
149,2271455712,164.504395,-76.356964,-60.427525,0.232194,0.205299,0.001479,0
150,2271472379,164.654419,-76.371178,-60.380600,0.225053,0.186453,0.118685,0
151,2271489046,164.758270,-76.403702,-60.263756,-0.027883,-0.109908,-0.082361,0
152,2271505713,164.818436,-76.407349,-60.207996,-0.320676,-0.070993,-0.053478,0
153,2271522380,164.890869,-76.414337,-60.143196,-0.206612,0.027246,-0.133327,0
154,2271539047,164.997284,-76.424751,-60.100330,-0.009856,-0.008692,-0.055022,0
155,2271555714,165.133820,-76.436989,-60.082783,0.079854,0.016422,-0.090009,0
156,2271572381,165.295380,-76.467224,-60.052383,0.058699,-0.021763,0.019650,0
157,2271589048,165.365326,-76.498512,-59.984608,-0.039981,-0.024134,0.064837,0
158,2271605715,165.330353,-76.538025,-59.844753,-0.074850,-0.003654,0.039336,0
159,2271622382,165.230133,-76.577461,-59.679516,-0.021443,0.170384,-0.024887,0
160,2271639049,165.140274,-76.626633,-59.485943,-0.040049,0.135495,-0.103727,0
161,2271655716,165.046387,-76.681099,-59.267532,-0.070638,0.005253,-0.014099,0
162,2271672383,164.924713,-76.734573,-59.057743,-0.077200,-0.159303,0.083802,0
163,2271689050,164.797165,-76.778374,-58.904011,-0.098529,-0.043099,-0.058009,0
164,2271705717,164.711914,-76.827904,-58.766373,-0.070933,-0.059358,-0.104821,0
165,2271722384,164.625595,-76.872559,-58.663383,-0.119629,-0.121972,0.063589,0
166,2271739051,164.582809,-76.914894,-58.616417,-0.116642,-0.071402,-0.133945,0
167,2271755718,164.571686,-76.950607,-58.608528,-0.074470,-0.024938,-0.068098,0
168,2271772385,164.599564,-77.011559,-58.600147,-0.061303,-0.047345,0.024699,0
169,2271789052,164.638031,-77.058342,-58.603920,-0.026741,-0.084552,-0.093471,0
170,2271805719,164.681244,-77.089302,-58.626942,-0.007511,-0.080255,-0.086997,0
171,2271822386,164.714844,-77.103355,-58.659435,-0.038079,-0.055577,-0.059566,0
172,2271839053,164.747849,-77.105553,-58.693989,-0.047665,0.004512,-0.085048,0
173,2271855720,164.766571,-77.099007,-58.721474,-0.030243,-0.017800,-0.045527,0
174,2271872387,164.788712,-77.084152,-58.747467,-0.015740,-0.000030,-0.068695,0
175,2271889054,164.798035,-77.056458,-58.766403,-0.043877,-0.023680,-0.086117,0
176,2271905721,164.799866,-77.025482,-58.772892,-0.019837,-0.017633,-0.047140,0
177,2271922388,164.790115,-76.991554,-58.766663,-0.044455,-0.039676,-0.045797,0
178,2271939055,164.762131,-76.955612,-58.747299,-0.071191,-0.046819,-0.021789,0
179,2271955722,164.739471,-76.919983,-58.732006,-0.063511,0.032479,-0.070539,0
180,2271972389,164.746078,-76.887253,-58.728077,-0.107465,0.011489,-0.082765,0
181,2271989056,164.776016,-76.858559,-58.740856,-0.101606,-0.063379,-0.037623,0
182,2272005723,164.815414,-76.830521,-58.780689,-0.094020,-0.087319,0.013618,0
183,2272022390,164.867538,-76.804077,-58.838871,-0.099086,-0.041523,-0.074799,0
184,2272039057,164.923035,-76.782997,-58.902924,-0.095130,-0.015679,0.003378,0
185,2272055724,164.998428,-76.789993,-58.945606,-0.058198,0.104041,-0.010407,0
186,2272072391,165.097443,-76.804054,-58.981827,-0.087428,-0.010463,-0.105656,0
187,2272089058,165.175079,-76.811981,-59.025620,-0.090792,-0.036952,-0.021996,0
188,2272105725,165.265656,-76.818596,-59.081367,-0.125898,-0.044459,-0.004766,0
189,2272122392,165.332825,-76.814812,-59.156933,-0.109875,-0.018176,-0.042099,0
190,2272139059,165.386673,-76.808212,-59.222092,-0.038928,0.034944,-0.083878,0
191,2272155726,165.429260,-76.799309,-59.265060,-0.028648,0.005000,-0.024553,0
192,2272172393,165.470947,-76.788261,-59.297840,-0.070429,0.038047,-0.047300,0
193,2272189060,165.536118,-76.770760,-59.346611,-0.093234,-0.012902,-0.063552,0
194,2272205727,165.586487,-76.757874,-59.374977,-0.085887,-0.066247,0.070631,0
195,2272222394,165.615860,-76.748184,-59.429089,0.022441,-0.046577,0.056589,0
196,2272239061,165.671234,-76.740318,-59.444065,-0.017906,0.095326,-0.075113,0
197,2272255728,165.606644,-76.725029,-59.383373,-0.108175,-0.003462,0.044029,0
198,2272272395,165.567596,-76.710495,-59.311253,0.024268,0.080928,-0.186787,0
199,2272289062,165.518616,-76.699646,-59.210590,0.037456,-0.092311,-0.033993,0
200,2272305729,165.418365,-76.684837,-59.090332,-0.105705,-0.124507,-0.009851,0
201,2272322396,165.297653,-76.662674,-58.978199,-0.101670,-0.026357,-0.056947,0
202,2272339063,165.188461,-76.647003,-58.866779,-0.060020,-0.029423,-0.049541,0
203,2272355730,165.064301,-76.631485,-58.761566,-0.085856,-0.091672,-0.023446,0
204,2272372397,164.944092,-76.619453,-58.675320,-0.114159,0.023963,-0.052476,0
205,2272389064,164.857697,-76.613983,-58.608364,-0.116100,0.023016,-0.111295,0
206,2272405731,164.812103,-76.614006,-58.575184,-0.085483,-0.021104,-0.037556,0
207,2272422398,164.795761,-76.619987,-58.559387,-0.118507,-0.027778,-0.001062,0
208,2272439065,164.775391,-76.632034,-58.568512,-0.100407,-0.024291,-0.003202,0
209,2272455732,164.806244,-76.652519,-58.602859,-0.128526,0.058044,-0.067807,0
210,2272472399,164.845154,-76.676361,-58.645870,-0.111066,0.006530,-0.014609,0
211,2272489066,164.895584,-76.705376,-58.683338,-0.049377,0.016253,-0.038145,0
212,2272505733,164.928833,-76.735466,-58.708324,-0.056472,-0.078828,-0.037500,0
213,2272522400,164.909927,-76.759018,-58.721992,-0.024273,0.031117,-0.030918,0
214,2272539067,164.904587,-76.782730,-58.708542,-0.024473,0.103957,-0.094673,0
215,2272555734,164.885849,-76.807762,-58.674763,-0.039385,-0.057318,-0.003963,0
216,2272572401,164.858917,-76.828171,-58.644600,-0.029598,-0.056444,-0.072869,0
217,2272589068,164.826294,-76.842491,-58.616009,-0.068736,-0.032884,-0.064969,0
218,2272605735,164.799179,-76.852966,-58.589138,-0.093344,-0.007230,-0.056146,0
219,2272622402,164.814957,-76.857681,-58.592422,-0.045056,0.043037,-0.070745,0
220,2272639069,164.953720,-76.868713,-58.655766,-0.049053,-0.148020,0.006604,0
221,2272655736,165.103470,-76.871475,-58.769066,-0.012723,-0.070508,-0.070749,0
222,2272672403,165.310120,-76.888329,-58.905445,-0.067166,-0.055448,-0.063313,0
223,2272689070,165.547745,-76.909607,-59.129700,-0.111928,-0.224152,-0.168373,0
224,2272705737,165.827332,-76.946297,-59.442455,-0.231087,-0.188911,-0.173449,0
225,2272722404,165.978790,-76.970299,-59.803593,-0.058929,-0.809932,-0.058419,0
226,2272739071,166.190048,-76.974022,-60.354832,0.105488,-0.229262,0.149818,0
227,2272755738,166.421173,-76.981667,-60.908573,-0.038159,0.066299,0.024503,0
228,2272772405,166.671829,-76.997833,-61.467968,-0.254180,0.124693,-0.253944,0
229,2272789072,166.921890,-77.030045,-61.987587,-0.476765,0.247717,0.050287,0
230,2272805739,167.068420,-77.086304,-62.464874,-0.466108,0.025341,0.198417,0
231,2272822406,167.100204,-77.148911,-62.895470,-0.160005,0.188387,0.024163,0
232,2272839073,167.177094,-77.231216,-63.218266,0.188934,0.488962,0.109919,0
233,2272855740,167.350128,-77.339828,-63.467068,0.051790,0.173858,0.109638,0
234,2272872407,167.469879,-77.458961,-63.649414,-0.078753,0.213425,-0.070475,0
235,2272889074,167.569412,-77.571487,-63.772495,-0.046390,0.182811,-0.144264,0
236,2272905741,167.628799,-77.666916,-63.842182,0.056919,-0.008836,-0.093923,0
237,2272922408,167.709854,-77.747131,-63.916759,0.052930,-0.029903,-0.033978,0
238,2272939075,167.750793,-77.813881,-63.976162,-0.076887,-0.150199,-0.048742,0
239,2272955742,167.817368,-77.864243,-64.045906,0.079628,0.075286,-0.064738,0
240,2272972409,167.907608,-77.926529,-64.073685,0.027657,0.007360,-0.020849,0
241,2272989076,167.984497,-77.981293,-64.089882,0.027959,0.049089,-0.065253,0
242,2273005743,168.105209,-78.036530,-64.119972,-0.002588,-0.080138,-0.159697,0
243,2273022410,168.173355,-78.073013,-64.146423,-0.096890,-0.052514,-0.131129,0
244,2273039077,168.222580,-78.101082,-64.153534,0.015988,0.010247,-0.008442,0
245,2273055744,168.245026,-78.120483,-64.133308,-0.040152,-0.023394,-0.093578,0
246,2273072411,168.217041,-78.128616,-64.064423,0.007611,0.074834,-0.113652,0
247,2273089078,168.226227,-78.123634,-63.999168,0.027451,-0.009954,-0.107145,0
248,2273105745,168.234177,-78.105064,-63.954948,-0.081050,-0.196507,-0.099721,0
249,2273122412,168.216888,-78.068504,-63.934341,-0.023216,-0.051966,-0.044374,0
250,2273139079,168.196182,-78.029922,-63.909431,-0.005800,-0.097831,-0.015657,0
251,2273155746,168.201736,-78.000572,-63.920033,-0.061845,0.031860,0.016397,0
252,2273172413,168.208771,-77.978363,-63.924206,-0.023104,0.013108,-0.087494,0
253,2273189080,168.242706,-77.959312,-63.927593,-0.020718,0.125032,-0.066195,0
254,2273205747,168.345123,-77.946823,-63.954216,-0.147512,-0.053955,0.010277,0
255,2273222414,168.483566,-77.936478,-64.033440,-0.161918,-0.165964,0.055202,0
256,2273239081,168.621460,-77.920341,-64.138916,-0.068660,0.018517,0.016167,0
257,2273255748,168.792419,-77.919594,-64.263611,-0.108981,0.043056,-0.095899,0
258,2273272415,168.895996,-77.925438,-64.365410,-0.137506,-0.019863,0.034197,0
259,2273289082,168.974686,-77.942879,-64.443321,0.018066,0.112923,-0.066875,0
260,2273305749,169.068481,-77.973648,-64.501968,-0.112367,0.028291,-0.028718,0
261,2273322416,169.143082,-78.012512,-64.578056,-0.083724,0.064092,-0.018922,0
262,2273339083,169.243683,-78.073158,-64.627029,-0.134935,-0.097529,0.111083,0
263,2273355750,169.318649,-78.132645,-64.712990,-0.050167,-0.105999,-0.063012,0
264,2273372417,169.403549,-78.188972,-64.812973,-0.050303,0.109718,-0.119904,0
265,2273389084,169.514908,-78.258469,-64.930428,-0.080111,-0.024587,0.031016,0
266,2273405751,169.640839,-78.331421,-65.124336,-0.182227,-0.217720,-0.063005,0
267,2273422418,169.731735,-78.390533,-65.351357,-0.175178,0.088565,-0.068304,0
268,2273439085,169.826782,-78.457603,-65.564400,0.109681,0.212257,-0.068101,0
269,2273455752,170.025314,-78.538635,-65.767334,0.049588,0.013406,-0.045889,0
270,2273472419,170.177032,-78.607880,-65.986046,-0.045367,-0.271623,-0.126065,0
271,2273489086,170.312500,-78.659882,-66.222260,-0.013531,0.004810,-0.083687,0
272,2273505753,170.464752,-78.709366,-66.442917,-0.034582,0.085115,-0.115366,0
273,2273522420,170.612869,-78.748749,-66.640533,0.041740,-0.032299,-0.048862,0
274,2273539087,170.765869,-78.783447,-66.813591,0.131480,-0.003429,-0.049326,0
275,2273555754,170.903687,-78.805603,-66.965729,0.017757,0.022757,-0.057238,0
276,2273572421,171.082520,-78.819244,-67.123825,-0.063187,-0.065855,-0.083878,0
277,2273589088,171.213348,-78.808159,-67.263504,0.036571,-0.205793,-0.117582,0
278,2273605755,171.346329,-78.785164,-67.378181,0.156368,-0.037747,-0.037828,0
279,2273622422,171.490417,-78.759598,-67.464813,0.071900,-0.148156,-0.085802,0
280,2273639089,171.548630,-78.711182,-67.507736,0.013794,0.001228,-0.192287,0
281,2273655756,171.606598,-78.652412,-67.504532,0.003208,0.175131,-0.134037,0
282,2273672423,171.632324,-78.589752,-67.455833,-0.040808,-0.084196,-0.113717,0
283,2273689090,171.595398,-78.526711,-67.382339,-0.095694,-0.104934,0.055117,0
284,2273705757,171.528656,-78.473305,-67.296257,-0.195084,0.077762,0.002792,0
285,2273722424,171.507401,-78.426704,-67.224091,-0.155035,0.044122,-0.056845,0
286,2273739091,171.481110,-78.382126,-67.145622,-0.003075,0.002702,-0.020467,0
287,2273755758,171.454376,-78.340515,-67.052910,0.000928,-0.006745,-0.064900,0
288,2273772425,171.450394,-78.301300,-66.984787,-0.081667,0.061250,-0.141726,0
289,2273789092,171.574249,-78.285622,-66.970825,-0.296121,-0.098852,0.011238,0
290,2273805759,171.657822,-78.257545,-67.067413,-0.207269,-0.314408,0.012094,0
291,2273822426,171.752838,-78.223160,-67.224037,0.011246,-0.116649,-0.038315,0
292,2273839093,171.802704,-78.185226,-67.352753,0.046237,0.034840,-0.079947,0
293,2273855760,171.853775,-78.152878,-67.442154,0.104941,0.069517,-0.084347,0
294,2273872427,171.913712,-78.116402,-67.510719,0.076519,0.055480,-0.134528,0
295,2273889094,171.961151,-78.079506,-67.548294,-0.022217,0.054927,-0.131254,0
296,2273905761,171.928055,-78.039963,-67.531441,-0.046755,0.005326,-0.009366,0
297,2273922428,171.851624,-78.000969,-67.480850,0.008496,-0.020632,0.009105,0
298,2273939095,171.723755,-77.956299,-67.396042,-0.015884,-0.081250,-0.066548,0
299,2273955762,171.547134,-77.910095,-67.272194,-0.030088,0.181724,-0.049294,0
300,2273972429,171.348236,-77.899261,-67.091354,-0.054469,0.056924,-0.015609,0
301,2273989096,171.100891,-77.904999,-66.889534,-0.079635,-0.065640,0.010683,0
302,2274005763,170.757935,-77.917770,-66.652832,-0.185527,0.157633,0.011299,0
303,2274022430,170.449081,-77.951584,-66.425285,-0.109080,0.282493,0.006187,0
304,2274039097,170.281311,-78.014015,-66.233635,-0.248316,-0.019968,0.031322,0
305,2274055764,170.060837,-78.065544,-66.097656,-0.297674,-0.225261,0.010399,0
306,2274072431,169.861084,-78.121758,-66.012100,-0.155778,0.142256,-0.017773,0
307,2274089098,169.668564,-78.183418,-65.913773,-0.160908,0.105728,-0.051560,0
308,2274105765,169.535095,-78.246582,-65.822151,-0.047667,0.037003,-0.003640,0
309,2274122432,169.462875,-78.296425,-65.770744,0.021070,-0.030703,-0.118181,0
310,2274139099,169.426193,-78.332924,-65.735954,-0.092670,-0.166400,-0.087336,0
311,2274155766,169.369614,-78.353867,-65.719818,-0.013800,-0.199649,-0.060184,0
312,2274172433,169.258942,-78.347717,-65.682610,0.137515,0.030716,-0.121140,0
313,2274189100,169.135803,-78.337776,-65.568184,0.154641,0.120143,-0.113798,0
314,2274205767,169.007874,-78.320618,-65.413521,0.129046,-0.019053,-0.125543,0
